ensembl_gene_id,entrezgene_id,external_gene_name,uniprot_gn_symbol
ENSG00000134216,27159,CHIA,CHIA
ENSG00000134222,84722,PSRC1,PSRC1
ENSG00000134240,3158,HMGCS2,HMGCS2
ENSG00000134242,26191,PTPN22,PTPN22
ENSG00000134243,6272,SORT1,SORT1
ENSG00000134245,7482,WNT2B,WNT2B
ENSG00000134247,5738,PTGFRN,PTGFRN
ENSG00000134248,10542,LAMTOR5,LAMTOR5
ENSG00000134249,11085,ADAM30,ADAM30
ENSG00000134250,4853,NOTCH2,NOTCH2
ENSG00000134253,80263,TRIM45,TRIM45
ENSG00000134255,10390,CEPT1,CEPT1
ENSG00000134256,9398,CD101,CD101
ENSG00000134258,79679,VTCN1,VTCN1
ENSG00000134259,4803,NGF,NGF
ENSG00000134262,10717,AP4B1,AP4B1
ENSG00000134365,10877,CFHR4,CFHR4
ENSG00000134369,89796,NAV1,NAV1
ENSG00000134371,79577,CDC73,CDC73
ENSG00000134375,10440,TIMM17A,TIMM17A
ENSG00000134376,23418,CRB1,CRB1
ENSG00000134389,81494,CFHR5,CFHR5
ENSG00000134644,9698,PUM1,PUM1
ENSG00000134668,90853,SPOCD1,SPOCD1
ENSG00000134684,8565,YARS1,YARS1
ENSG00000134686,1912,PHC2,PHC2
ENSG00000134690,55143,CDCA8,CDCA8
ENSG00000134697,29889,GNL2,GNL2
ENSG00000134698,192670,AGO4,AGO4
ENSG00000134709,51361,HOOK1,HOOK1
ENSG00000134716,1573,CYP2J2,CYP2J2
ENSG00000134717,91408,BTF3L4,BTF3L4
ENSG00000134744,23318,TUT4,TUT4
ENSG00000134748,84950,PRPF38A,PRPF38A
ENSG00000135776,23456,ABCB10,ABCB10
ENSG00000135801,27097,TAF5L,TAF5L
ENSG00000135821,2752,GLUL,PIG59
ENSG00000135823,10228,STX6,STX6
ENSG00000135824,85397,RGS8,RGS8
ENSG00000135828,6041,RNASEL,RNASEL
ENSG00000135829,1660,DHX9,DHX9
ENSG00000135835,57710,KIAA1614,KIAA1614
ENSG00000135837,9857,CEP350,CEP350
ENSG00000135838,80896,NPL,NPL
ENSG00000135842,116496,NIBAN1,NIBAN1
ENSG00000135845,5279,PIGC,PIGC
ENSG00000135862,3915,LAMC1,LAMC1
ENSG00000135870,149041,RC3H1,RC3H1
ENSG00000136628,2058,EPRS1,EPRS1
ENSG00000136630,3142,HLX,HLX
ENSG00000136631,11311,VPS45,VPS45
ENSG00000136634,3586,IL10,IL10
ENSG00000136636,51133,KCTD3,KCTD3
ENSG00000136643,26750,RPS6KC1,RPS6KC1
ENSG00000137936,8412,BCAR3,BCAR3
ENSG00000137941,79739,TTLL7,TTLL7
ENSG00000137942,54874,FNBP1L,FNBP1L
ENSG00000137944,56267,KYAT3,KYAT3
ENSG00000137947,2959,GTF2B,GTF2B
ENSG00000137948,676,BRDT,BRDT
ENSG00000137955,5876,RABGGTB,RABGGTB
ENSG00000137959,10964,IFI44L,IFI44L
ENSG00000137960,54810,GIPC2,GIPC2
ENSG00000137962,9411,ARHGAP29,ARHGAP29
ENSG00000137965,10561,IFI44,IFI44
ENSG00000137968,204962,SLC44A5,SLC44A5
ENSG00000137975,9635,CLCA2,CLCA2
ENSG00000137976,58511,DNASE2B,DNASE2B
ENSG00000137992,1629,DBT,DBT
ENSG00000137996,8634,RTCA,RTCA
ENSG00000142224,29949,IL19,IL19
ENSG00000142583,6518,SLC2A5,SLC2A5
ENSG00000142599,473,RERE,RERE
ENSG00000142606,79258,MMEL1,MMEL1
ENSG00000142609,85452,CFAP74,CFAP74
ENSG00000142611,63976,PRDM16,PRDM16
ENSG00000142615,63036,CELA2A,CELA2A
ENSG00000142619,51702,PADI3,PADI3
ENSG00000142621,114827,FHAD1,FHAD1
ENSG00000142623,29943,PADI1,PADI1
ENSG00000142627,1969,EPHA2,EPHA2
ENSG00000142632,128272,ARHGEF19,ARHGEF19
ENSG00000142634,79180,EFHD2,EFHD2
ENSG00000142655,5195,PEX14,PEX14
ENSG00000142657,5226,PGD,PGD
ENSG00000142661,127294,MYOM3,MYOM3
ENSG00000142669,83442,SH3BGRL3,SH3BGRL3
ENSG00000142675,10256,CNKSR1,CNKSR1
ENSG00000142676,6135,RPL11,RPL11
ENSG00000142677,58985,IL22RA1,IL22RA1
ENSG00000142684,51042,ZNF593,ZNF593
ENSG00000142686,127703,C1orf216,C1orf216
ENSG00000142687,79932,KIAA0319L,KIAA0319L
ENSG00000142694,55194,EVA1B,EVA1B
ENSG00000142698,84970,C1orf94,C1orf94
ENSG00000142700,63950,DMRTA2,DMRTA2
ENSG00000142733,9064,MAP3K6,MAP3K6
ENSG00000142748,8547,FCN3,FCN3
ENSG00000142751,54707,GPN2,GPN2
ENSG00000142765,84958,SYTL1,SYTL1
ENSG00000142784,23038,WDTC1,WDTC1
ENSG00000142789,10136,CELA3A,CELA3A
ENSG00000142794,84224,NBPF3,NBPF3
ENSG00000142798,3339,HSPG2,HSPG2
ENSG00000142856,23421,ITGB3BP,ITGB3BP
ENSG00000142864,26135,SERBP1,SERBP1
ENSG00000142867,8915,BCL10,BCL10
ENSG00000142871,3491,CCN1,CCN1
ENSG00000142875,5567,PRKACB,PRKACB
ENSG00000142892,10026,PIGK,PIGK
ENSG00000142910,64129,TINAGL1,TINAGL1
ENSG00000142920,113451,AZIN2,AZIN2
ENSG00000142937,6202,RPS8,RPS8
ENSG00000142945,11004,KIF2C,KIF2C
ENSG00000142949,5792,PTPRF,PTPRF
ENSG00000142959,266675,BEST4,BEST4
ENSG00000142961,148932,MOB3C,MOB3C
ENSG00000142973,1580,CYP4B1,CYP4B1
ENSG00000143001,199964,TMEM61,TMEM61
ENSG00000143006,63948,DMRTB1,DMRTB1
ENSG00000143013,8543,LMO4,LMO4
ENSG00000143028,284612,SYPL2,SYPL2
ENSG00000143032,343472,BARHL2,BARHL2
ENSG00000143033,22823,MTF2,MTF2
ENSG00000143036,126969,SLC44A3,SLC44A3
ENSG00000143061,3321,IGSF3,IGSF3
ENSG00000143067,90874,ZNF697,ZNF697
ENSG00000143079,55917,CTTNBP2NL,CTTNBP2NL
ENSG00000143093,85369,STRIP1,STRIP1
ENSG00000143105,3744,KCNA10,KCNA10
ENSG00000143106,5686,PSMA5,PSMA5
ENSG00000143107,163479,FNDC7,FNDC7
ENSG00000143110,128346,C1orf162,C1orf162
ENSG00000143119,963,CD53,CD53
ENSG00000143125,84432,PROK1,PROK1
ENSG00000143126,1952,CELSR2,CELSR2
ENSG00000143127,8515,ITGA10,ITGA10
ENSG00000143147,23432,GPR161,GPR161
ENSG00000143149,223,ALDH9A1,NA
ENSG00000143153,481,ATP1B1,ATP1B1
ENSG00000143155,261726,TIPRL,TIPRL
ENSG00000143156,29922,NME7,NME7
ENSG00000143157,57645,POGK,POGK
ENSG00000143158,25874,MPC2,BRP44
ENSG00000143162,8804,CREG1,CREG1
ENSG00000143164,55827,DCAF6,DCAF6
ENSG00000143167,10223,GPA33,GPA33
ENSG00000143171,6258,RXRG,RXRG
ENSG00000143178,9095,TBX19,TBX19
ENSG00000143179,7371,UCK2,UCK2
ENSG00000143183,54499,TMCO1,TMCO1
ENSG00000143184,6375,XCL1,XCL1
ENSG00000143185,6846,XCL2,XCL2
ENSG00000143190,5451,POU2F1,POU2F1
ENSG00000143194,84944,MAEL,MAEL
ENSG00000143195,387597,ILDR2,ILDR2
ENSG00000143196,1805,DPT,DPT
ENSG00000143198,4259,MGST3,MGST3
ENSG00000143199,55811,ADCY10,HEL-S-7a
ENSG00000143207,64326,COP1,COP1
ENSG00000143217,81607,NECTIN4,NECTIN4
ENSG00000143222,51506,UFC1,UFC1
ENSG00000143224,5498,PPOX,PPOX
ENSG00000143226,2212,FCGR2A,FCGR2A
ENSG00000143228,83540,NUF2,NUF2
ENSG00000143248,8490,RGS5,RGS5
ENSG00000143252,6391,SDHC,SDHC
ENSG00000143256,5202,PFDN2,PFDN2
ENSG00000143257,9970,NR1I3,NR1I3
ENSG00000143258,27005,USP21,USP21
ENSG00000143278,2165,F13B,F13B
ENSG00000143294,5546,PRCC,PRCC
ENSG00000143297,83416,FCRL5,FCRL5
ENSG00000143303,51093,METTL25B,METTL25B
ENSG00000143314,79590,MRPL24,MRPL24
ENSG00000143315,93183,PIGM,PIGM
ENSG00000143318,844,CASQ1,CASQ1
ENSG00000143319,81875,ISG20L2,ISG20L2
ENSG00000143320,1382,CRABP2,CRABP2
ENSG00000143321,3068,HDGF,HDGF
ENSG00000143322,27,ABL2,ABL2
ENSG00000143324,9213,XPR1,XPR1
ENSG00000143333,6004,RGS16,RGS16
ENSG00000143337,26092,TOR1AIP1,TOR1AIP1
ENSG00000143340,148753,FAM163A,FAM163A
ENSG00000143341,83872,HMCN1,HMCN1
ENSG00000143344,23179,RGL1,RGL1
ENSG00000143353,127018,LYPLAL1,LYPLAL1
ENSG00000143355,56956,LHX9,LHX9
ENSG00000143363,58497,PRUNE1,PRUNE1
ENSG00000143365,6097,RORC,NR1F3
ENSG00000143367,7286,TUFT1,TUFT1
ENSG00000143368,10262,SF3B4,SF3B4
ENSG00000143369,1893,ECM1,ECM1
ENSG00000143373,57592,ZNF687,ZNF687
ENSG00000143374,80222,TARS2,TARS2
ENSG00000143375,57530,CGN,CGN
ENSG00000143376,81609,SNX27,SNX27
ENSG00000143379,9869,SETDB1,SETDB1
ENSG00000143382,54507,ADAMTSL4,ADAMTSL4
ENSG00000143384,4170,MCL1,MCL1
ENSG00000143387,1513,CTSK,CTSK
ENSG00000143390,5993,RFX5,RFX5
ENSG00000143393,5298,PI4KB,PI4KB
ENSG00000143398,8394,PIP5K1A,PIP5K1A
ENSG00000143401,81611,ANP32E,ANP32E
ENSG00000143409,55793,MINDY1,MINDY1
ENSG00000143412,8416,ANXA9,ANXA9
ENSG00000143416,8991,SELENBP1,HEL-S-134P
ENSG00000143418,29956,CERS2,CERS2
ENSG00000143420,2029,ENSA,ENSA
ENSG00000143434,10500,SEMA6C,SEMA6C
ENSG00000143436,65005,MRPL9,MRPL9
ENSG00000143437,405,ARNT,ARNT
ENSG00000143442,23126,POGZ,POGZ
ENSG00000143443,54964,C1orf56,MENT
ENSG00000143450,51686,OAZ3,OAZ3
ENSG00000143452,84072,HORMAD1,HORMAD1
ENSG00000143457,55204,GOLPH3L,GOLPH3L
ENSG00000143458,126626,GABPB2,GABPB2
ENSG00000143469,255928,SYT14,SYT14
ENSG00000143473,3756,KCNH1,KCNH1
ENSG00000143476,51514,DTL,DTL
ENSG00000143479,8444,DYRK3,DYRK3
ENSG00000143486,1939,EIF2D,EIF2D
ENSG00000143493,25896,INTS7,INTS7
ENSG00000143494,79805,VASH2,FLJ12505
ENSG00000143498,9015,TAF1A,TAF1A
ENSG00000143499,56950,SMYD2,SMYD2
ENSG00000143502,55061,SUSD4,SUSD4
ENSG00000143507,11221,DUSP10,DUSP10
ENSG00000143512,79802,HHIPL2,HHIPL2
ENSG00000143514,7159,TP53BP2,NA
ENSG00000143515,57198,ATP8B2,ATP8B2
ENSG00000143520,388698,FLG2,FLG2
ENSG00000143536,49860,CRNN,CRNN
ENSG00000143537,8751,ADAM15,ADAM15
ENSG00000143543,10899,JTB,JTB
ENSG00000143545,5872,RAB13,RAB13
ENSG00000143546,6279,S100A8,S100A8
ENSG00000143549,7170,TPM3,TPM3
ENSG00000143552,91181,NUP210L,NUP210L
ENSG00000143553,23557,SNAPIN,SNAPIN
ENSG00000143554,11000,SLC27A3,SLC27A3
ENSG00000143556,6278,S100A7,S100A7
ENSG00000143569,9898,UBAP2L,UBAP2L
ENSG00000143570,27173,SLC39A1,SLC39A1
ENSG00000143575,10456,HAX1,HAX1
ENSG00000143578,148327,CREB3L4,CREB3L4
ENSG00000143590,1944,EFNA3,EFNA3
ENSG00000143595,89872,AQP10,AQP10
ENSG00000143603,3782,KCNN3,KCNN3
ENSG00000143612,25912,C1orf43,NS5ATP4A
ENSG00000143614,57459,GATAD2B,GATAD2B
ENSG00000143621,3608,ILF2,ILF2
ENSG00000143622,6016,RIT1,RIT1
ENSG00000143624,65123,INTS3,INTS3
ENSG00000143627,5313,PKLR,PKLR
ENSG00000143630,57657,HCN3,HCN3
ENSG00000143631,2312,FLG,FLG
ENSG00000143632,58,ACTA1,ACTA1
ENSG00000143740,116841,SNAP47,SNAP47
ENSG00000143742,6726,SRP9,SRP9
ENSG00000143748,4931,NVL,NVL
ENSG00000143751,163859,SDE2,SDE2
ENSG00000143753,8560,DEGS1,DEGS1
ENSG00000143756,23219,FBXO28,FBXO28
ENSG00000143761,375,ARF1,ARF1
ENSG00000143768,7044,LEFTY2,LEFTY2
ENSG00000143771,29097,CNIH4,CNIH4
ENSG00000143772,3707,ITPKB,ITPKB
ENSG00000143774,2987,GUK1,GUK1
ENSG00000143776,8476,CDC42BPA,CDC42BPA
ENSG00000143786,149111,CNIH3,CNIH3
ENSG00000143793,79169,C1orf35,MMTAG2
ENSG00000143799,142,PARP1,PARP1
ENSG00000143801,5664,PSEN2,PSEN2
ENSG00000143811,29920,PYCR2,PYCR2
ENSG00000143815,3930,LBR,LBR
ENSG00000143816,7483,WNT9A,WNT9A
ENSG00000143819,2052,EPHX1,EPHX1
ENSG00000143839,5972,REN,REN
ENSG00000143842,9580,SOX13,SOX13
ENSG00000143845,55224,ETNK2,ETNK2
ENSG00000143847,8497,PPFIA4,PPFIA4
ENSG00000143850,22874,PLEKHA6,PLEKHA6
ENSG00000143851,5778,PTPN7,PTPN7
ENSG00000143858,127833,SYT2,SYT2
ENSG00000143862,127829,ARL8A,ARL8A
ENSG00000146463,9202,ZMYM4,ZMYM4
ENSG00000149527,9651,PLCH2,PLCH2
ENSG00000150337,2209,FCGR1A,FCGR1A
ENSG00000150681,64407,RGS18,RGS18
ENSG00000151414,140609,NEK7,NEK7
ENSG00000151418,127124,ATP6V1G3,ATP6V1G3
ENSG00000152061,9910,RABGAP1L,RABGAP1L
ENSG00000152078,148534,TLCD4,TLCD4
ENSG00000152092,460,ASTN1,ASTN1
ENSG00000152104,5784,PTPN14,PTPN14
ENSG00000152332,127933,UHMK1,UHMK1
ENSG00000152382,117143,TADA1,TADA1
ENSG00000152760,200132,DYNLT5,DYNLT5
ENSG00000152763,79819,DNAI4,DNAI4
ENSG00000153029,3140,MR1,MR1
ENSG00000153898,255231,MCOLN2,MCOLN2
ENSG00000153904,23576,DDAH1,DDAH1
ENSG00000153936,9653,HS2ST1,HS2ST1
ENSG00000154007,127247,ASB17,ASB17
ENSG00000154027,26289,AK5,AK5
ENSG00000154222,200014,CC2D1B,CC2D1B
ENSG00000154305,375056,MIA3,MIA3
ENSG00000154309,84976,DISP1,DISP1
ENSG00000154342,89780,WNT3A,WNT3A
ENSG00000154358,84033,OBSCN,OBSCN
ENSG00000154370,81559,TRIM11,TRIM11
ENSG00000154380,55740,ENAH,ENAH
ENSG00000154429,126731,CCSAP,CCSAP
ENSG00000154451,115362,GBP5,GBP5
ENSG00000154511,388650,DIPK1A,DIPK1A
ENSG00000155363,4343,MOV10,MOV10
ENSG00000155366,389,RHOC,RHOC
ENSG00000155367,333926,PPM1J,PPM1J
ENSG00000155380,6566,SLC16A1,SLC16A1
ENSG00000155761,200162,SPAG17,SPAG17
ENSG00000156097,83873,GPR61,GPR61
ENSG00000156150,257,ALX3,ALX3
ENSG00000156171,128338,DRAM2,TMEM77
ENSG00000156869,391059,FRRS1,FRRS1
ENSG00000156875,64645,MFSD14A,MFSD14A
ENSG00000156876,163786,SASS6,SASS6
ENSG00000157060,81626,SHCBP1L,SHCBP1L
ENSG00000157064,23057,NMNAT2,NMNAT2
ENSG00000157077,9372,ZFYVE9,ZFYVE9
ENSG00000157131,731,C8A,C8A
ENSG00000157181,54953,ODR4,ODR4
ENSG00000157184,1376,CPT2,CPT2
ENSG00000157191,55707,NECAP2,NECAP2
ENSG00000157193,7804,LRP8,LRP8
ENSG00000157211,200008,CDCP2,CDCP2
ENSG00000157216,23648,SSBP3,SSBP3
ENSG00000157330,93190,CFAP107,CFAP107
ENSG00000157870,127281,PRXL2B,PRXL2B
ENSG00000157873,8764,TNFRSF14,TNFRSF14
ENSG00000157881,55229,PANK4,PANK4
ENSG00000157911,5192,PEX10,PEX10
ENSG00000157916,11079,RER1,RER1
ENSG00000157933,6497,SKI,SKI
ENSG00000157978,26119,LDLRAP1,LDLRAP1
ENSG00000158006,5051,PAFAH2,PAFAH2
ENSG00000158008,2134,EXTL1,EXTL1
ENSG00000158014,7780,SLC30A2,SLC30A2
ENSG00000158022,84676,TRIM63,TRIM63
ENSG00000158055,57822,GRHL3,GRHL3
ENSG00000158062,91544,UBXN11,UBXN11
ENSG00000158109,127262,TPRG1L,TPRG1L
ENSG00000158156,55113,XKR8,XKR8
ENSG00000158161,2140,EYA3,EYA3
ENSG00000158195,10163,WASF2,WASF2
ENSG00000158246,115572,TENT5B,TENT5B
ENSG00000158286,388591,RNF207,RNF207
ENSG00000158292,387509,GPR153,GPR153
ENSG00000158315,54933,RHBDL2,RHBDL2
ENSG00000158473,912,CD1D,CD1D
ENSG00000158477,909,CD1A,CD1A
ENSG00000158481,911,CD1C,CD1C
ENSG00000158485,910,CD1B,CD1B
ENSG00000158488,913,CD1E,CD1E
ENSG00000158615,84919,PPP1R15B,PPP1R15B
ENSG00000158710,8407,TAGLN2,TAGLN2
ENSG00000158711,2005,ELK4,ELK4
ENSG00000158714,56833,SLAMF8,SLAMF8
ENSG00000158715,85414,SLC45A3,SLC45A3
ENSG00000158716,54935,DUSP23,DUSP23
ENSG00000158747,4681,NBL1,NBL1
ENSG00000158748,3362,HTR6,HTR6
ENSG00000158764,142683,ITLN2,ITLN2
ENSG00000158769,50848,F11R,F11R
ENSG00000158773,7391,USF1,USF1
ENSG00000158786,64600,PLA2G2F,NA
ENSG00000158793,4817,NIT1,NIT1
ENSG00000158796,9191,DEDD,DEDD
ENSG00000158816,127731,VWA5B1,VWA5B1
ENSG00000158825,978,CDA,CDA
ENSG00000158828,65018,PINK1,PINK1
ENSG00000158850,8703,B4GALT3,B4GALT3
ENSG00000158859,9507,ADAMTS4,ADAMTS4
ENSG00000158864,4720,NDUFS2,NDUFS2
ENSG00000158869,2207,FCER1G,FCER1G
ENSG00000158874,336,APOA2,APOA2
ENSG00000158882,84134,TOMM40L,TOMM40L
ENSG00000158887,4359,MPZ,MPZ
ENSG00000158966,57685,CACHD1,CACHD1
ENSG00000159023,2035,EPB41,EPB41
ENSG00000159164,9900,SV2A,SV2A
ENSG00000159166,3898,LAD1,LAD1
ENSG00000159173,7135,TNNI1,TNNI1
ENSG00000159176,1465,CSRP1,CSRP1
ENSG00000159189,714,C1QC,ADIB
ENSG00000159208,148523,CIART,CIART
ENSG00000159214,149473,CCDC24,CCDC24
ENSG00000159339,23569,PADI4,PADI4
ENSG00000159346,51094,ADIPOR1,ADIPOR1
ENSG00000159348,51706,CYB5R1,CYB5R1
ENSG00000159352,5710,PSMD4,PSMD4
ENSG00000159363,23400,ATP13A2,ATP13A2
ENSG00000159377,5692,PSMB4,PSMB4
ENSG00000159388,7832,BTG2,BTG2
ENSG00000159409,11189,CELF3,CELF3
ENSG00000159423,8659,ALDH4A1,ALDH4A1
ENSG00000159445,117145,THEM4,THEM4
ENSG00000159450,7062,TCHH,TCHH
ENSG00000159455,26239,LCE2B,LCE2B
ENSG00000159479,112950,MED8,MED8
ENSG00000159516,6706,SPRR2G,SPRR2G
ENSG00000159527,114771,PGLYRP3,PGLYRP3
ENSG00000159588,149483,CCDC17,CCDC17
ENSG00000159592,60313,GPBP1L1,GPBP1L1
ENSG00000159596,51249,TMEM69,TMEM69
ENSG00000159658,9813,EFCAB14,EFCAB14
ENSG00000160049,1676,DFFA,DFFA
ENSG00000160050,79140,CCDC28B,CCDC28B
ENSG00000160051,55721,IQCC,IQCC
ENSG00000160055,56063,TMEM234,TMEM234
ENSG00000160058,55108,BSDC1,BSDC1
ENSG00000160062,653121,ZBTB8A,ZBTB8A
ENSG00000160072,83858,ATAD3B,ATAD3B
ENSG00000160075,29101,SSU72,SSU72
ENSG00000160087,118424,UBE2J2,UBE2J2
ENSG00000160094,149076,ZNF362,ZNF362
ENSG00000160097,252995,FNDC5,FNDC5
ENSG00000160678,6271,S100A1,S100A1
ENSG00000160679,26097,CHTOP,CHTOP
ENSG00000160685,51043,ZBTB7B,ZBTB7B
ENSG00000160688,80308,FLAD1,FLAD1
ENSG00000160691,6464,SHC1,SHC1
ENSG00000160710,103,ADAR,ADAR
ENSG00000160712,3570,IL6R,IL6R
ENSG00000160714,55585,UBE2Q1,UBE2Q1
ENSG00000160716,1141,CHRNB2,CHRNB2
ENSG00000160741,200186,CRTC2,CRTC2
ENSG00000160752,2224,FDPS,FDPS
ENSG00000160753,23623,RUSC1,RUSC1
ENSG00000160767,10712,ENTREP3,ENTREP3
ENSG00000160781,79957,PAQR6,PAQR6
ENSG00000160783,11243,PMF1,PMF1
ENSG00000160785,9673,SLC25A44,SLC25A44
ENSG00000160789,4000,LMNA,LMNA
ENSG00000160803,56893,UBQLN4,UBQLN4
ENSG00000160818,54865,GPATCH4,GPATCH4
ENSG00000160838,149499,LRRC71,LRRC71
ENSG00000160856,115352,FCRL3,FCRL3
ENSG00000162365,284541,CYP4A22,CYP4A22
ENSG00000162366,10158,PDZK1IP1,PDZK1IP1
ENSG00000162367,6886,TAL1,TAL1
ENSG00000162368,51727,CMPK1,CMPK1
ENSG00000162373,79656,BEND5,BEND5
ENSG00000162374,1996,ELAVL4,ELAVL4
ENSG00000162377,65260,COA7,COA7
ENSG00000162378,79699,ZYG11B,ZYG11B
ENSG00000162383,6512,SLC1A7,SLC1A7
ENSG00000162384,54987,CZIB,CZIB
ENSG00000162385,4116,MAGOH,MAGOH
ENSG00000162390,26027,ACOT11,ACOT11
ENSG00000162391,338094,FAM151A,FAM151A
ENSG00000162396,25973,PARS2,PARS2
ENSG00000162398,163747,CIMAP2,CIMAP2
ENSG00000162399,7809,BSND,BSND
ENSG00000162402,23358,USP24,USP24
ENSG00000162407,8613,PLPP3,PLPP3
ENSG00000162408,79707,NOL9,NOL9
ENSG00000162409,5563,PRKAA2,PRKAA2
ENSG00000162413,9903,KLHL21,KLHL21
ENSG00000162415,57643,ZSWIM5,ZSWIM5
ENSG00000162419,10691,GMEB1,GMEB1
ENSG00000162426,50651,SLC45A1,SLC45A1
ENSG00000162430,57190,SELENON,SELENON
ENSG00000162433,205,AK4,AK4
ENSG00000162434,3716,JAK1,JAK1
ENSG00000162437,55225,RAVER2,RAVER2
ENSG00000162438,11330,CTRC,CTRC
ENSG00000162441,84328,LZIC,LZIC
ENSG00000162444,116362,RBP7,RBP7
ENSG00000162456,148930,KNCN,KNCN
ENSG00000162458,54751,FBLIM1,FBLIM1
ENSG00000162460,388595,TMEM82,TMEM82
ENSG00000162461,284723,SLC25A34,SLC25A34
ENSG00000162482,22977,AKR7A3,AKR7A3
ENSG00000162490,374946,DRAXIN,DRAXIN
ENSG00000162493,10630,PDPN,PDPN
ENSG00000162494,126755,LRRC38,LRRC38
ENSG00000162496,9249,DHRS3,DHRS3
ENSG00000162510,4146,MATN1,MATN1
ENSG00000162511,7805,LAPTM5,LAPTM5
ENSG00000162512,9672,SDC3,SDC3
ENSG00000162517,553115,PEF1,PEF1
ENSG00000162520,81493,SYNC,SYNC
ENSG00000162521,5928,RBBP4,RBBP4
ENSG00000162522,57648,NHSL3,KIAA1522
ENSG00000162526,81629,TSSK3,TSSK3
ENSG00000162542,255104,TMCO4,TMCO4
ENSG00000162543,127733,UBXN10,UBXN10
ENSG00000162545,55450,CAMK2N1,CAMK2N1
ENSG00000162551,249,ALPL,ALPL
ENSG00000162552,54361,WNT4,WNT4
ENSG00000162571,254173,TTLL10,TTLL10
ENSG00000162572,6339,SCNN1D,SCNN1D
ENSG00000162576,54587,MXRA8,MXRA8
ENSG00000162585,199990,FAAP20,FAAP20
ENSG00000162591,1953,MEGF6,MEGF6
ENSG00000162592,148870,CCDC27,CCDC27
ENSG00000162594,149233,IL23R,IL23R
ENSG00000162595,9077,DIRAS3,DIRAS3
ENSG00000162598,127795,C1orf87,C1orf87
ENSG00000162599,4774,NFIA,NFIA
ENSG00000162600,115209,OMA1,OMA1
ENSG00000162601,114803,MYSM1,MYSM1
ENSG00000162604,83941,TM2D1,TM2D1
ENSG00000162607,7398,USP1,USP1
ENSG00000162613,8880,FUBP1,FUBP1
ENSG00000162614,91624,NEXN,NEXN
ENSG00000162616,11080,DNAJB4,DNAJB4
ENSG00000162618,64123,ADGRL4,ADGRL4
ENSG00000162620,127255,LRRIQ3,LRRIQ3
ENSG00000162621,105378803,LRRC53,LRRC53
ENSG00000162623,127253,TYW3,TYW3
ENSG00000162624,431707,LHX8,LHX8
ENSG00000162627,51375,SNX7,SNX7
ENSG00000162630,8707,B3GALT2,B3GALT2
ENSG00000162631,22854,NTNG1,NTNG1
ENSG00000162636,284611,EEIG2,EEIG2
ENSG00000162639,113802,HENMT1,HENMT1
ENSG00000162641,254268,AKNAD1,AKNAD1
ENSG00000162642,148423,C1orf52,C1orf52
ENSG00000162643,126820,DNAI3,DNAI3
ENSG00000162645,2634,GBP2,GBP2
ENSG00000162650,127002,ATXN7L2,ATXN7L2
ENSG00000162654,115361,GBP4,GBP4
ENSG00000162664,284695,ZNF326,ZNF326
ENSG00000162669,164045,HFM1,HFM1
ENSG00000162670,339479,BRINP3,BRINP3
ENSG00000162676,2672,GFI1,GFI1
ENSG00000162687,343450,KCNT2,KCNT2
ENSG00000162688,178,AGL,AGL
ENSG00000162692,7412,VCAM1,VCAM1
ENSG00000162694,2135,EXTL2,EXTL2
ENSG00000162695,148867,SLC30A7,SLC30A7
ENSG00000162702,23528,ZNF281,ZNF281
ENSG00000162704,10092,ARPC5,ARPC5
ENSG00000162706,57863,CADM3,CADM3
ENSG00000162723,89886,SLAMF9,SLAMF9
ENSG00000162728,3765,KCNJ9,KCNJ9
ENSG00000162729,93185,IGSF8,IGSF8
ENSG00000162733,4921,DDR2,DDR2
ENSG00000162734,8682,PEA15,PEA15
ENSG00000162735,5824,PEX19,PEX19
ENSG00000162736,23385,NCSTN,NCSTN
ENSG00000162738,57216,VANGL2,VANGL2
ENSG00000162739,114836,SLAMF6,SLAMF6
ENSG00000162745,25903,OLFML2B,OLFML2B
ENSG00000162746,127943,FCRLB,FCRLB
ENSG00000162747,2215,FCGR3B,FCGR3B
ENSG00000162753,284525,SLC9C2,SLC9C2
ENSG00000162755,126823,KLHDC9,KLHDC9
ENSG00000162757,148304,C1orf74,C1orf74
ENSG00000162761,4009,LMX1A,LMX1A
ENSG00000162763,440699,LRRC52,LRRC52
ENSG00000162769,28982,FLVCR1,FLVCR1
ENSG00000162771,149647,GARIN4,GARIN4
ENSG00000162772,467,ATF3,ATF3
ENSG00000162775,64783,RBM15,RBM15
ENSG00000162777,79961,DENND2D,DENND2D
ENSG00000162779,126859,AXDND1,AXDND1
ENSG00000162782,163589,TDRD5,TDRD5
ENSG00000162783,51278,IER5,IER5
ENSG00000162813,10380,BPNT1,BPNT1
ENSG00000162814,128153,SPATA17,SPATA17
ENSG00000162817,79762,C1orf115,C1orf115
ENSG00000162819,148362,BROX,BROX
ENSG00000162825,100288142,NBPF20,NBPF20
ENSG00000162836,51205,ACP6,ACP6
ENSG00000162873,55220,KLHDC8A,KLHDC8A
ENSG00000162877,148811,PM20D1,PM20D1
ENSG00000162888,574431,IKBKE-AS1,NA
ENSG00000162889,9261,MAPKAPK2,MAPKAPK2
ENSG00000162891,50604,IL20,IF2D
ENSG00000162892,11009,IL24,IF2E
ENSG00000162894,9214,FCMR,FCMR
ENSG00000162896,5284,PIGR,PIGR
ENSG00000162897,83953,FCAMR,FCAMR
ENSG00000162909,824,CAPN2,CAPN2
